product_id,units_sold,current_price,inventory_level,discount_pct,profit_margin,avg_price_elasticity,inventory_risk,weekend,day_of_week,month,inventory_ratio,profit_per_unit
5,15,10.88,65,0.0,4.8100000000000005,-3.63,0,0,0,1,0.0,4.8100000000000005
5,15,10.88,44,0.0,4.8100000000000005,-3.63,0,0,1,1,0.3333333333333333,4.8100000000000005
5,16,10.88,42,0.0,4.8100000000000005,-3.63,0,0,2,1,0.3488372093023256,4.8100000000000005
5,16,10.88,44,0.0,4.8100000000000005,-3.63,0,0,3,1,0.34074074074074073,4.8100000000000005
5,14,10.88,45,0.0,4.8100000000000005,-3.63,0,0,4,1,0.33695652173913043,4.8100000000000005
5,26,10.34,87,4.963235294117655,4.27,-3.63,0,1,5,1,0.17272727272727273,4.27
5,20,10.88,30,0.0,4.8100000000000005,-3.63,0,1,6,1,0.5483870967741935,4.8100000000000005
5,19,10.34,61,4.963235294117655,4.27,-3.63,0,0,0,1,0.2811059907834101,4.27
5,15,10.88,42,0.0,4.8100000000000005,-3.63,0,0,1,1,0.40988372093023256,4.8100000000000005
5,17,10.88,33,0.0,4.8100000000000005,-3.63,0,0,2,1,0.5098039215686274,4.8100000000000005
5,17,10.88,47,0.0,4.8100000000000005,-3.63,0,0,3,1,0.36041666666666666,4.8100000000000005
5,18,10.88,40,0.0,4.8100000000000005,-3.63,0,0,4,1,0.42128603104212864,4.8100000000000005
5,17,10.34,17,4.963235294117655,4.27,-3.63,1,1,5,1,0.9629629629629629,4.27
5,22,10.88,72,0.0,4.8100000000000005,-3.63,0,1,6,1,0.23709167544783982,4.8100000000000005
5,18,10.88,69,0.0,4.8100000000000005,-3.63,0,0,0,1,0.2520408163265306,4.8100000000000005
5,16,10.88,82,0.0,4.8100000000000005,-3.63,0,0,1,1,0.21285140562248997,4.8100000000000005
5,16,10.88,57,0.0,4.8100000000000005,-3.63,0,0,2,1,0.30280172413793105,4.8100000000000005
5,16,10.88,78,0.0,4.8100000000000005,-3.63,0,0,3,1,0.22114668652271033,4.8100000000000005
5,10,10.88,10,0.0,4.8100000000000005,-3.63,1,0,4,1,1.5808080808080809,4.8100000000000005
5,21,10.88,21,0.0,4.8100000000000005,-3.63,0,1,5,1,0.7727272727272727,4.8100000000000005
5,19,10.88,45,0.0,4.8100000000000005,-3.63,0,1,6,1,0.3739130434782609,4.8100000000000005
5,16,10.88,29,0.0,4.8100000000000005,-3.63,0,0,0,1,0.5761904761904761,4.8100000000000005
5,19,10.88,46,0.0,4.8100000000000005,-3.63,0,0,1,1,0.36653771760154735,4.8100000000000005
5,17,10.88,19,0.0,4.8100000000000005,-3.63,1,0,2,1,0.8652173913043478,4.8100000000000005
5,17,10.88,40,0.0,4.8100000000000005,-3.63,0,0,3,1,0.4217479674796748,4.8100000000000005
5,18,10.88,94,0.0,4.8100000000000005,-3.63,0,0,4,1,0.18189473684210528,4.8100000000000005
5,27,9.25,114,14.981617647058828,3.18,-3.63,0,1,5,1,0.15050167224080266,3.1799999999999997
5,18,10.88,80,0.0,4.8100000000000005,-3.63,0,1,6,1,0.21810699588477367,4.8100000000000005
5,17,10.88,91,0.0,4.8100000000000005,-3.63,0,0,0,1,0.19215838509316768,4.8100000000000005
5,18,10.88,29,0.0,4.8100000000000005,-3.63,0,0,1,1,0.5885057471264368,4.8100000000000005
5,14,10.88,51,0.0,4.8100000000000005,-3.63,0,0,2,1,0.33974358974358976,4.8100000000000005
5,16,10.88,30,0.0,4.8100000000000005,-3.63,0,0,3,2,0.5660770031217481,4.8100000000000005
5,18,10.88,55,0.0,4.8100000000000005,-3.63,0,0,4,2,0.3125,4.8100000000000005
5,16,10.88,16,0.0,4.8100000000000005,-3.63,1,1,5,2,1.0303030303030303,4.8100000000000005
5,21,10.88,49,0.0,4.8100000000000005,-3.63,0,1,6,2,0.3494117647058823,4.8100000000000005
5,17,10.34,54,4.963235294117655,4.27,-3.63,0,0,0,2,0.31948051948051953,4.27
5,16,10.88,66,0.0,4.8100000000000005,-3.63,0,0,1,2,0.2620232172470979,4.8100000000000005
5,18,10.88,56,0.0,4.8100000000000005,-3.63,0,0,2,2,0.30725462304409673,4.8100000000000005
5,15,10.88,60,0.0,4.8100000000000005,-3.63,0,0,3,2,0.28731665228645387,4.8100000000000005
5,14,10.88,50,0.0,4.8100000000000005,-3.63,0,0,4,2,0.3423831070889894,4.8100000000000005
5,21,10.88,56,0.0,4.8100000000000005,-3.63,0,1,5,2,0.3048245614035088,4.8100000000000005
5,24,10.88,64,0.0,4.8100000000000005,-3.63,0,1,6,2,0.2686679174484053,4.8100000000000005
5,16,10.88,49,0.0,4.8100000000000005,-3.63,0,0,0,2,0.3523809523809524,4.8100000000000005
5,18,10.88,59,0.0,4.8100000000000005,-3.63,0,0,1,2,0.2930232558139535,4.8100000000000005
5,18,10.88,80,0.0,4.8100000000000005,-3.63,0,0,2,2,0.21717171717171715,4.8100000000000005
5,15,10.88,33,0.0,4.8100000000000005,-3.63,0,0,3,2,0.5176470588235295,4.8100000000000005
5,16,10.88,63,0.0,4.8100000000000005,-3.63,0,0,4,2,0.274116847826087,4.8100000000000005
5,20,10.88,29,0.0,4.8100000000000005,-3.63,0,1,5,2,0.5836879432624114,4.8100000000000005
5,19,10.88,30,0.0,4.8100000000000005,-3.63,0,1,6,2,0.5665322580645161,4.8100000000000005
5,15,10.34,61,4.963235294117655,4.27,-3.63,0,0,0,2,0.2837393021724819,4.27
5,15,10.88,40,0.0,4.8100000000000005,-3.63,0,0,1,2,0.4278048780487805,4.8100000000000005
5,19,10.88,76,0.0,4.8100000000000005,-3.63,0,0,2,2,0.22714540361599184,4.8100000000000005
5,0,10.88,0,0.0,4.8100000000000005,-3.63,1,0,3,2,17.51923076923077,4.8100000000000005
5,19,10.88,68,0.0,4.8100000000000005,-3.63,0,0,4,2,0.24911129340989882,4.8100000000000005
5,20,10.88,48,0.0,4.8100000000000005,-3.63,0,1,5,2,0.3514739229024943,4.8100000000000005
5,23,10.88,23,0.0,4.8100000000000005,-3.63,0,1,6,2,0.7196969696969697,4.8100000000000005
5,17,10.88,37,0.0,4.8100000000000005,-3.63,0,0,0,2,0.45723684210526316,4.8100000000000005
5,17,10.88,28,0.0,4.8100000000000005,-3.63,0,0,1,2,0.5989110707803993,4.8100000000000005
5,14,10.88,27,0.0,4.8100000000000005,-3.63,0,0,2,2,0.6200738916256158,4.8100000000000005
5,1,10.88,1,0.0,4.8100000000000005,-3.63,1,0,3,2,8.652542372881356,4.8100000000000005
5,19,10.88,29,0.0,4.8100000000000005,-3.63,0,0,4,3,0.5677777777777778,4.8100000000000005
5,22,10.88,51,0.0,4.8100000000000005,-3.63,0,1,5,3,0.3281841109709962,4.8100000000000005
5,23,10.88,55,0.0,4.8100000000000005,-3.63,0,1,6,3,0.3061635944700461,4.8100000000000005
5,18,10.88,38,0.0,4.8100000000000005,-3.63,0,0,0,3,0.442002442002442,4.8100000000000005
5,19,10.88,28,0.0,4.8100000000000005,-3.63,0,0,1,3,0.5948275862068966,4.8100000000000005
5,16,10.88,71,0.0,4.8100000000000005,-3.63,0,0,2,3,0.23995726495726494,4.8100000000000005
5,17,10.88,19,0.0,4.8100000000000005,-3.63,1,0,3,3,0.8628787878787879,4.8100000000000005
5,15,10.88,26,0.0,4.8100000000000005,-3.63,0,0,4,3,0.6390270867882809,4.8100000000000005
5,17,10.34,17,4.963235294117655,4.27,-3.63,1,1,5,3,0.9566993464052287,4.27
5,26,10.88,34,0.0,4.8100000000000005,-3.63,0,1,6,3,0.49192546583850927,4.8100000000000005
5,14,10.88,38,0.0,4.8100000000000005,-3.63,0,0,0,3,0.44468864468864466,4.8100000000000005
5,19,10.88,62,0.0,4.8100000000000005,-3.63,0,0,1,3,0.274536105522021,4.8100000000000005
5,19,10.88,22,0.0,4.8100000000000005,-3.63,0,0,2,3,0.7530193236714975,4.8100000000000005
5,13,10.88,20,0.0,4.8100000000000005,-3.63,0,0,3,3,0.8258317025440314,4.8100000000000005
5,13,10.88,36,0.0,4.8100000000000005,-3.63,0,0,4,3,0.46712929145361576,4.8100000000000005
5,21,10.88,32,0.0,4.8100000000000005,-3.63,0,1,5,3,0.522020202020202,4.8100000000000005
5,18,10.88,27,0.0,4.8100000000000005,-3.63,0,1,6,3,0.6170112781954887,4.8100000000000005
5,14,10.88,56,0.0,4.8100000000000005,-3.63,0,0,0,3,0.3032581453634085,4.8100000000000005
5,17,10.88,57,0.0,4.8100000000000005,-3.63,0,0,1,3,0.2973032714412025,4.8100000000000005
5,15,10.88,70,0.0,4.8100000000000005,-3.63,0,0,2,3,0.24282403280442147,4.8100000000000005
5,14,10.88,52,0.0,4.8100000000000005,-3.63,0,0,3,3,0.3247641509433962,4.8100000000000005
5,14,10.88,40,0.0,4.8100000000000005,-3.63,0,0,4,3,0.4188497440529961,4.8100000000000005
5,28,9.79,35,10.018382352941192,3.719999999999999,-3.63,0,1,5,3,0.4759485094850948,3.719999999999999
5,25,10.88,54,0.0,4.8100000000000005,-3.63,0,1,6,3,0.3139101861993428,4.8100000000000005
5,14,10.88,53,0.0,4.8100000000000005,-3.63,0,0,0,3,0.32142857142857145,4.8100000000000005
5,16,10.88,27,0.0,4.8100000000000005,-3.63,0,0,1,3,0.6184873949579831,4.8100000000000005
5,19,10.88,51,0.0,4.8100000000000005,-3.63,0,0,2,3,0.332737030411449,4.8100000000000005
5,17,10.88,25,0.0,4.8100000000000005,-3.63,0,0,3,3,0.6662245800176835,4.8100000000000005
5,19,10.88,25,0.0,4.8100000000000005,-3.63,0,0,4,3,0.666083916083916,4.8100000000000005
5,26,10.88,43,0.0,4.8100000000000005,-3.63,0,1,5,3,0.3940245148110316,4.8100000000000005
5,27,10.88,61,0.0,4.8100000000000005,-3.63,0,1,6,3,0.28118279569892474,4.8100000000000005
5,14,10.88,52,0.0,4.8100000000000005,-3.63,0,0,0,4,0.3309143686502177,4.8100000000000005
5,14,10.88,46,0.0,4.8100000000000005,-3.63,0,0,1,4,0.3723404255319149,4.8100000000000005
5,14,10.88,14,0.0,4.8100000000000005,-3.63,1,0,2,4,1.1641577060931898,4.8100000000000005
5,16,10.88,46,0.0,4.8100000000000005,-3.63,0,0,3,4,0.37075599818922594,4.8100000000000005
5,18,10.88,58,0.0,4.8100000000000005,-3.63,0,0,4,4,0.29509366636931317,4.8100000000000005
5,20,10.88,59,0.0,4.8100000000000005,-3.63,0,1,5,4,0.2902777777777778,4.8100000000000005
5,18,10.88,58,0.0,4.8100000000000005,-3.63,0,1,6,4,0.29564913506901974,4.8100000000000005
5,19,8.7,58,20.036764705882366,2.629999999999999,-3.63,0,0,0,4,0.29574541681079214,2.629999999999999
5,17,10.88,42,0.0,4.8100000000000005,-3.63,0,0,1,4,0.4061545689452666,4.8100000000000005
5,15,10.88,62,0.0,4.8100000000000005,-3.63,0,0,2,4,0.27714285714285714,4.8100000000000005
5,14,10.88,71,0.0,4.8100000000000005,-3.63,0,0,3,4,0.24216171617161716,4.8100000000000005
5,16,10.88,44,0.0,4.8100000000000005,-3.63,0,0,4,4,0.38671023965141615,4.8100000000000005
5,21,10.88,61,0.0,4.8100000000000005,-3.63,0,1,5,4,0.2804572502348888,4.8100000000000005
5,24,10.88,57,0.0,4.8100000000000005,-3.63,0,1,6,4,0.3003978779840849,4.8100000000000005
5,16,10.88,43,0.0,4.8100000000000005,-3.63,0,0,0,4,0.39740259740259737,4.8100000000000005
5,14,10.88,51,0.0,4.8100000000000005,-3.63,0,0,1,4,0.33599419448476053,4.8100000000000005
5,14,10.88,34,0.0,4.8100000000000005,-3.63,0,0,2,4,0.4982643524699599,4.8100000000000005
5,16,10.88,72,0.0,4.8100000000000005,-3.63,0,0,3,4,0.2384576357179097,4.8100000000000005
5,16,10.88,53,0.0,4.8100000000000005,-3.63,0,0,4,4,0.3221202854230377,4.8100000000000005
5,21,10.88,75,0.0,4.8100000000000005,-3.63,0,1,5,4,0.2287081339712919,4.8100000000000005
5,20,10.88,65,0.0,4.8100000000000005,-3.63,0,1,6,4,0.2638547638547638,4.8100000000000005
5,20,10.34,81,4.963235294117655,4.27,-3.63,0,0,0,4,0.21265243902439024,4.27
5,15,10.88,40,0.0,4.8100000000000005,-3.63,0,0,1,4,0.4258579753939133,4.8100000000000005
5,14,10.88,65,0.0,4.8100000000000005,-3.63,0,0,2,4,0.264221158958001,4.8100000000000005
5,18,10.88,73,0.0,4.8100000000000005,-3.63,0,0,3,4,0.23525264394829615,4.8100000000000005
5,20,10.88,38,0.0,4.8100000000000005,-3.63,0,0,4,4,0.44650751547303275,4.8100000000000005
5,18,10.88,60,0.0,4.8100000000000005,-3.63,0,1,5,4,0.2858343841950399,4.8100000000000005
5,18,10.88,50,0.0,4.8100000000000005,-3.63,0,1,6,4,0.3419740777666999,4.8100000000000005
5,19,10.88,57,0.0,4.8100000000000005,-3.63,0,0,0,4,0.30078238191828455,4.8100000000000005
5,0,10.88,0,0.0,4.8100000000000005,-3.63,1,0,1,4,17.458333333333332,4.8100000000000005
5,15,10.88,62,0.0,4.8100000000000005,-3.63,0,0,2,5,0.274826183917093,4.8100000000000005
5,2,10.88,2,0.0,4.8100000000000005,-3.63,1,0,3,5,5.7650273224043715,4.8100000000000005
5,16,10.88,64,0.0,4.8100000000000005,-3.63,0,0,4,5,0.26416510318949343,4.8100000000000005
5,10,9.79,10,10.018382352941192,3.719999999999999,-3.63,1,1,5,5,1.5601173020527859,3.719999999999999
5,27,10.88,78,0.0,4.8100000000000005,-3.63,0,1,6,5,0.21650632911392403,4.8100000000000005
