product_id,current_price,predicted_demand,recommended_price
5,10.88,68.43702,10.34
5,10.88,69.982834,10.34
5,10.88,70.486176,10.34
5,10.88,70.486176,10.34
5,10.88,70.486176,10.34
5,10.34,66.17103,9.82
5,10.88,70.486176,10.34
5,10.34,64.46921,9.82
5,10.88,69.982834,10.34
5,10.88,70.486176,10.34
5,10.88,70.486176,10.34
5,10.88,70.486176,10.34
5,10.34,66.17103,10.31
5,10.88,70.486176,10.34
5,10.88,68.43702,10.34
5,10.88,69.982834,10.34
5,10.88,70.486176,10.34
5,10.88,70.486176,10.34
5,10.88,70.486176,10.85
5,10.88,70.486176,10.34
5,10.88,70.486176,10.34
5,10.88,68.43702,10.34
5,10.88,69.982834,10.34
5,10.88,70.486176,10.85
5,10.88,70.486176,10.34
5,10.88,70.486176,10.34
5,9.25,66.17103,8.79
5,10.88,70.486176,10.34
5,10.88,68.43702,10.34
5,10.88,69.982834,10.34
5,10.88,70.486176,10.34
5,10.88,73.7371,10.34
5,10.88,73.73845,10.34
5,10.88,73.7371,10.85
5,10.88,73.73845,10.34
5,10.34,69.39275,9.82
5,10.88,73.90689,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.99299,10.34
5,10.88,73.90689,10.34
5,10.88,73.73845,10.34
5,10.88,73.7371,10.34
5,10.88,73.73845,10.34
5,10.88,73.7371,10.34
5,10.88,73.7371,10.34
5,10.34,69.39275,9.82
5,10.88,73.90689,10.34
5,10.88,73.73845,10.34
5,10.88,49.11521,9.77
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.7371,10.34
5,10.88,73.99164,10.34
5,10.88,73.90554,10.34
5,10.88,73.7371,10.34
5,10.88,67.21616,10.85
5,10.88,73.7371,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.99299,10.34
5,10.88,73.90554,10.34
5,10.88,73.73845,10.34
5,10.88,73.7371,10.85
5,10.88,73.7371,10.34
5,10.34,68.983536,10.31
5,10.88,73.7371,10.34
5,10.88,73.99299,10.34
5,10.88,73.90689,10.34
5,10.88,73.7371,10.34
5,10.88,73.7371,10.34
5,10.88,73.7371,10.34
5,10.88,73.7371,10.34
5,10.88,73.7371,10.34
5,10.88,73.99299,10.34
5,10.88,73.90689,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,9.79,68.983536,9.3
5,10.88,73.73845,10.34
5,10.88,73.99299,10.34
5,10.88,73.90554,10.34
5,10.88,73.73845,10.34
5,10.88,73.7371,10.34
5,10.88,73.7371,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.99299,10.34
5,10.88,73.90689,10.34
5,10.88,73.7371,10.85
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,8.7,69.39275,8.26
5,10.88,73.90689,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.99299,10.34
5,10.88,73.90689,10.34
5,10.88,73.7371,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.34,69.39275,9.82
5,10.88,73.90689,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.99299,10.34
5,10.88,49.11521,9.77
5,10.88,73.73845,10.34
5,10.88,74.59209,10.85
5,10.88,73.73845,10.34
5,9.79,68.983536,9.77
5,10.88,73.73845,10.34
5,8.7,69.3914,8.26
5,10.88,73.51107,10.85
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.7371,10.34
5,9.79,68.984886,9.3
5,10.88,73.73845,10.34
5,10.88,73.99299,10.34
5,10.88,73.90689,10.34
5,10.88,73.7371,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,9.79,68.984886,9.3
5,10.88,73.7371,10.34
5,10.88,73.99299,10.34
5,10.88,73.90689,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.7371,10.34
5,10.88,73.7371,10.34
5,10.88,73.73845,10.34
5,10.88,73.99299,10.34
5,10.88,73.90554,10.34
5,10.88,73.7371,10.34
5,10.88,73.73845,10.34
5,10.88,73.7371,10.85
5,10.88,73.7371,10.34
5,10.88,73.7371,10.34
5,10.88,73.99299,10.34
5,10.88,73.90554,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.7371,10.34
5,10.34,68.984886,9.82
5,10.88,73.7371,10.34
5,8.7,69.39275,8.26
5,10.88,73.90554,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.7371,10.85
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.99299,10.34
5,10.88,73.90689,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.73845,10.34
5,10.88,73.7371,10.85
5,10.88,73.73845,10.34
5,8.7,69.39275,8.26
5,10.88,73.90689,10.34
5,10.88,73.73845,10.34
5,10.88,73.7371,10.34
5,10.88,73.73845,10.34
148,2.66,69.170265,2.66
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.94
148,2.52,69.14321,2.52
148,2.8,74.23826,2.8
148,2.8,74.61805,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.61805,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.66,69.170265,2.66
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,74.23826,2.94
148,2.24,68.768166,2.24
148,2.8,74.23826,2.8
148,2.8,74.23826,2.8
148,2.8,76.865295,2.8
148,2.8,76.865295,2.8
148,2.8,76.865295,2.8
148,2.8,76.865295,2.8
148,2.66,74.05292,2.66
148,2.8,77.14221,2.8
148,2.8,76.865295,2.8
148,2.8,76.865295,2.8
148,2.8,76.865295,2.8
148,2.8,76.865295,2.94
148,2.8,76.865295,2.8
148,2.66,74.05292,2.66
148,2.8,77.14221,2.8
148,2.8,76.865295,2.8
148,2.8,76.865295,2.8
148,2.8,76.865295,2.8
148,2.8,76.865295,2.8
148,2.8,76.865295,2.8
148,2.8,78.14741,2.8
148,2.8,77.14221,2.8
